example_id,content,metadata,tagged_sentence,relation_type
f41fb8da-16bd-4404-accb-e32727f3736a,"Windows, glass walls and glass doors into which there is a danger of collision must be marked in such a way that they can be easily noticed.",{'ID': '69_Finnish_SafetyOfUse'},"Windows, glass walls and <e1>glass</e1> <e2>doors</e2> into which there is a danger of collision must be marked in such a way that they can be easily noticed.",selection
3ac96918-764f-403d-a588-37b5f4a16f46,"For absorption chillers used in conjunction with onsite CHP or a district heat network or community heating system, the CO2 emissions and primary energy should be calculated in the same way as when using CHP for heating.",{'ID': '284_UK_DocM_V2_AccessAndUseOfBuildings'},"For <e1>absorption chillers</e1> <e2>used in conjunction with onsite CHP or a district heat network or community heating system</e2>, the CO2 emissions and primary energy should be calculated in the same way as when using CHP for heating.",selection
d178dd92-6cf3-4f68-a9ba-44b97d74204a,"Staircases must be safe, sufficiently spacious and suitable for their purpose.",{'ID': '13_Finnish_SafetyOfUse'},"<e1>Staircases</e1> must be safe, <e2>sufficiently spacious</e2> and suitable for their purpose.",necessity
ffc11c58-ff7e-45f4-a5c7-da59404e5659,"Reasonable provision shall be made in the design and installation of electrical installations in order to protect persons operating, maintaining or altering the installations from fire or injury.",{'ID': '1_UK_DocP_ElectricalSafety'},"Reasonable provision shall be made in the <e1>design</e1> and installation of <e2>electrical installations</e2> in order to protect persons operating, maintaining or altering the installations from fire or injury.",part-of
51f35d58-c411-4d6d-b36e-9ddf10199908,"Whatever lifting device is chosen, internal stairs should always be provided as an alternative means of vertical access, and designed to suit ambulant disabled people and those with impaired sight.",{'ID': '106_UK_DocM_V2_AccessAndUseOfBuildings'},"Whatever <e1>lifting device</e1> is <e2>chosen</e2>, internal stairs should always be provided as an alternative means of vertical access, and designed to suit ambulant disabled people and those with impaired sight.",selection
a4fccc69-c508-4405-92aa-2cfe36bfca39,Exits of parts of the building separated by a fire wall must be constructed separately so that in the event of a fire there is no need to use any door that may be in the fire wall.,{'ID': '209_Finnish_FireSafety'},<e1>Exits</e1> of parts of the <e2>building</e2> separated by a fire wall must be constructed separately so that in the event of a fire there is no need to use any door that may be in the fire wall.,none
c8a048c6-8e7e-4b5a-ada5-02990b983401,"A natural ventilation system, a mechanical extract ventilation system or a mechanical supply and extract ventilation system shall not be designed to be combined in such a way that the directions of air flow between the rooms and in the ductworks may change when the air flows are being controlled.",{'ID': '91_Finnish_Health-IndoorClimateAndVentilation'},"A natural ventilation system, a mechanical extract ventilation system or a <e1>mechanical</e1> <e2>supply and extract ventilation system</e2> shall not be designed to be combined in such a way that the directions of air flow between the rooms and in the ductworks may change when the air flows are being controlled.",selection
b5aa20f2-571e-48d8-9943-4102c9f9bd1a,"In exit passageways and fire-compartmented elevator shafts, means must be arranged for both smoke extraction and flow of replacement air.",{'ID': '250_Finnish_FireSafety'},"In exit passageways and fire-compartmented <e1>elevator shafts</e1>, <e2>means</e2> must be arranged for both smoke extraction and flow of replacement air.",necessity
17fba530-c42b-4eeb-85dd-16da0bacc49c,"Areas that are not enclosed, such as open floors, covered ways and balconies, should be excluded.",{'ID': '470_UK_DocL_V1_ConsrvationOfFuelAndPower'},"<e1>Areas</e1> that are <e2>not enclosed</e2>, such as open floors, covered ways and balconies, should be excluded.",selection
6075de3c-d339-4ba4-9945-990480975615,"Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than three ventilators of the same equivalent area as for other habitable rooms should be provided within the open-plan space.",{'ID': '94_UK_DocF_V1_Ventilation'},"Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than three <e1>ventilators</e1> of the same equivalent area as for other habitable rooms should be provided within the <e2>open-plan space</e2>.",necessity
e32bbb47-c826-40c1-8ea4-8c32353d3fd2,There shall be adequate means of ventilation provided for people in the building.,{'ID': '15_UK_DocF_V1_Ventilation'},There shall be adequate means of <e1>ventilation</e1> <e2>provided for people in the building</e2>.,selection
5e226793-2805-41b0-bcb6-49319afaefc7,"If the building has a floor area greater than 150m2, heating should be split into different heating zones and each zone should have separate controls for timing and temperature demand.",{'ID': '258_UK_DocM_V2_AccessAndUseOfBuildings'},"If the building has a floor area greater than <e1>150m2</e1>, heating should be <e2>split into different heating zones and each zone should have separate controls for timing and temperature demand</e2>.",none
a387fcb8-ead2-4094-9be9-72d783468b33,"If the area of windows, roof windows, rooflights and doors exceeds 25 of the total floor area of the dwelling, compensating measures should be taken to improve the energy efficiency of the dwelling.",{'ID': '422_UK_DocL_V1_ConsrvationOfFuelAndPower'},"If the area of <e1>windows</e1>, roof windows, rooflights and doors exceeds 25 of the <e2>total floor area</e2> of the dwelling, compensating measures should be taken to improve the energy efficiency of the dwelling.",none
a8b3e54e-902c-4502-99a2-8c41d46f1416,"If there are more than 60 chairs in a space, they must be linked to one another in at least four groups, unless the chairs are placed around tables.",{'ID': '106_Finnish_SafetyOfUse'},"If there are more than 60 chairs in a space, they must be <e1>linked to one another in at least four groups</e1>, unless the chairs are <e2>placed around tables</e2>.",none
d0927095-9e43-4ce4-a740-d5df69dc1dc3,"If the air flows of extract air categories 1 and 2 are combined into the same duct and category 2 air flow accounts for more than 10 of the combined air flow, the combined air flow is classified under category 2.",{'ID': '84_Finnish_Health-IndoorClimateAndVentilation'},"If the air flows of extract air categories 1 and 2 are combined into the same duct and category 2 air flow accounts for more than <e1>10</e1> of the combined <e2>air flow</e2>, the combined air flow is classified under category 2.",part-of
23ff7307-c4ae-4bef-97bf-feb9682d91eb,"If a water pump is used on a closed loop circuit and the motor is rated at more than 750W, then it should be fitted with or controlled by an appropriate variable speed controller on any variable volume system.",{'ID': '290_UK_DocM_V2_AccessAndUseOfBuildings'},"If a <e1>water pump</e1> is used on a closed loop circuit and the motor is rated at more than 750W, then it should be <e2>fitted with or controlled by an appropriate variable speed controller on any variable volume system</e2>.",necessity
726e23c9-02a3-4c56-98d0-8981b7ce877b,"In the construction of a new building as well as in repair and alteration work corresponding to the construction of a new building, the premises to be fitted with a floor drain shall be: 1. showers and bathrooms as well as wash rooms in connection with saunas; 2. laundry room; 3. heat distribution room; 4. ventilation unit room; 5. toilet facility intended for public use; 6. technical utility room with a possibility to water damage; 7. car wash facility; 8. special facilities cleansed by water rinsing.",{'ID': '126_Finnish_Health-WaterAndSewerage'},"In the construction of a new building as well as in repair and alteration work corresponding to the construction of a new building, the <e1>premises</e1> to be fitted with a floor drain shall be: 1. showers and <e2>bathrooms</e2> as well as wash rooms in connection with saunas; 2. laundry room; 3. heat distribution room; 4. ventilation unit room; 5. toilet facility intended for public use; 6. technical utility room with a possibility to water damage; 7. car wash facility; 8. special facilities cleansed by water rinsing.",necessity
eccd4f77-ef4a-41fd-a22a-620c84fdddd4,There is a minimum of 400mm of worktop to at least one side of the oven and fridge or fridge freezer where this is taller than the worktop height (or to one side of a pair of tall appliances where they are located together at the end of a run).,{'ID': '98_UK_DocM_V1_AccessAndUseOfBuildings'},There is a minimum of <e1>400mm</e1> of worktop to at least <e2>one side</e2> of the oven and fridge or fridge freezer where this is taller than the worktop height (or to one side of a pair of tall appliances where they are located together at the end of a run).,greater-equal
8151be81-09ad-4dac-b2d2-f0d757915b6c,"However, when the snow load can occur, the minimum value of the load s should be at least 0.5 kN/m2.",{'ID': '110_Finnish_StabilityOfStructures'},"However, when the <e1>snow load</e1> can <e2>occur</e2>, the minimum value of the load s should be at least 0.5 kN/m2.",selection
6414854d-01f9-481f-a7f4-c4581e48d8b1,Special safety features are not necessary if the ladder is not more than 6m long.,{'ID': '112_UK_DocK_ProtectionFromFalling'},Special <e1>safety features</e1> are <e2>not necessary</e2> if the ladder is not more than 6m long.,selection
